id_gene,id_string,gene,UpCyte_vs_Gonia,DownCyte_vs_Tid,logCPM_up,logFC_up,FDR_up,logCPM_down,logFC_down,FDR_down,biotype
ENSG00000103249,9606.ENSP00000372193,CLCN7,True,True,2.56632120146934,1.21146772393326,0.266845317800023,2.46633332044946,-10.2719817850199,8.529635540246961e-06,protein_coding
ENSG00000103540,9606.ENSP00000370803,CCP110,True,True,7.8066867071468495,2.04871895524631,0.00123885175819299,7.950008642525151,-3.25258573919855,0.0002616931457622891,protein_coding
ENSG00000104381,9606.ENSP00000220822,GDAP1,True,True,4.75817259684523,-0.2636765223174,0.808597105878967,4.08933956684067,-4.42849435229913,0.00261071755400062,protein_coding
ENSG00000105479,9606.ENSP00000318429,CCDC114,True,True,6.2286425221905,2.00259859884748,0.0175529192034458,6.27743895806721,-4.209602733068049,4.027903967028421e-05,protein_coding
ENSG00000105926,9606.ENSP00000222644,MPP6,True,True,6.3702021833809805,1.50841299402289,0.00977006610822532,6.41223016835505,-2.42720216458773,0.006054237393507271,protein_coding
ENSG00000109381,9606.ENSP00000377782,ELF2,True,True,7.04034996029071,1.90031402762753,0.00329145294142005,7.12566324258256,-3.45711054905752,0.00042516232595181,protein_coding
ENSG00000115317,9606.ENSP00000258080,HTRA2,True,True,2.26456176416273,2.4823291711500697,0.0681300567318317,2.4321182576197,-10.237199056325801,1.81690937383732e-05,protein_coding
ENSG00000116141,9606.ENSP00000483424,MARK1,True,True,5.09560435488141,2.06849559579955,0.0183285394720007,5.177353142451481,-3.84461056952469,0.0009995181815457331,protein_coding
ENSG00000119640,9606.ENSP00000238618,ACYP1,True,True,4.328597632160459,2.17782111248692,0.00451069653525002,4.69838398730421,-1.3326769313532,0.3387608748553569,protein_coding
ENSG00000126803,9606.ENSP00000378199,HSPA2,True,True,8.33865592040483,2.12508086249118,0.00342138392943335,8.44977606159981,-3.8876649694676297,3.21767041163928e-06,protein_coding
ENSG00000130204,9606.ENSP00000410339,TOMM40,True,True,2.81559395197528,1.0582048335704,0.345058875734102,2.70514907598798,-7.457266713520629,5.1100444750388395e-05,protein_coding
ENSG00000133020,9606.ENSP00000384330,MYH8,True,True,3.38544863775665,1.8885273884341696,0.0485151999272435,3.49881891461638,-6.25063614108786,1.45155229076967e-05,protein_coding
ENSG00000134569,9606.ENSP00000367888,LRP4,True,True,3.2069446918972098,-0.7767940226390021,0.474308080684469,2.16126708716044,-9.9583029058433,2.55170132708214e-05,protein_coding
ENSG00000136868,9606.ENSP00000363329,SLC31A1,True,True,5.19124014958196,-2.5980684519992403,0.016237112560873998,2.9365334956426903,-4.3162056430347,0.0079211931297162,protein_coding
ENSG00000137204,9606.ENSP00000361666,SLC22A7,True,True,5.17621139076606,2.8359678351397504,0.00347878756969299,5.3054521601726385,-7.746322483084952,4.77094760319054e-07,protein_coding
ENSG00000137860,9606.ENSP00000315006,SLC28A2,True,True,4.5560308387495185,0.49520707958499,0.7384143476700641,4.25075770689796,-9.937176070212221,2.00535248917788e-05,protein_coding
ENSG00000138735,9606.ENSP00000347046,PDE5A,True,True,5.0199561156861785,0.690018146936581,0.449088591757929,4.8258422896512405,-4.0058359192453095,0.000670930076897892,protein_coding
ENSG00000139514,9606.ENSP00000370128,SLC7A1,True,True,6.181268015881572,1.5277093542322902,0.0267309199957069,6.2469714269009184,-3.54238518429959,0.008952927027809629,protein_coding
ENSG00000142583,9606.ENSP00000366641,SLC2A5,True,True,7.10708397703146,2.25212267976623,0.0029843812491365,7.456520853215048,-1.25894074009877,0.106735949756234,protein_coding
ENSG00000143919,9606.ENSP00000367755,CAMKMT,True,True,4.85537899247437,0.519641870721153,0.6170251033776429,4.55494947443188,-5.53099743045223,0.00019327042369329296,protein_coding
ENSG00000145358,9606.ENSP00000354830,DDIT4L,True,True,3.3791201813614498,1.98262374521421,0.0661375135626157,3.4745776635460497,-11.3020921714025,2.3013693774215597e-06,protein_coding
ENSG00000146205,9606.ENSP00000274979,ANO7,True,True,3.31355284142196,-2.30762307204688,0.0455374715844935,1.30314487755748,-5.0293933624949005,0.000511023583272238,protein_coding
ENSG00000146476,9606.ENSP00000356263,ARMT1,True,True,3.1557209059429403,0.35970359207617,0.7139016144844829,2.8263785379769097,-7.513410505536081,1.06473000363946e-05,protein_coding
ENSG00000148175,9606.ENSP00000286713,STOM,True,True,4.81570134951068,1.20089565268003,0.178790913317314,4.61429704822703,-7.3178099057803,1.9081761097004002e-07,protein_coding
ENSG00000150672,9606.ENSP00000365272,DLG2,True,True,6.210945639730282,0.104891381455063,0.914038452221741,5.6687930909440984,-5.456016958759768,7.36870884183382e-05,protein_coding
ENSG00000151005,9606.ENSP00000280605,TKTL2,True,True,7.71065489404876,1.90938693106547,0.0288509971354878,7.928830654379048,-2.01973352859724,0.00152373455145897,protein_coding
ENSG00000151012,9606.ENSP00000280612,SLC7A11,True,True,3.4538677718391604,0.430966519232744,0.710454738107961,3.12081540872145,-7.87288028850441,2.91079025523968e-05,protein_coding
ENSG00000152086,9606.ENSP00000318197,TUBA3E,True,True,6.82133459891855,2.40740676304323,0.000886409621204728,6.947528850233869,-3.61603154249711,5.27241043549587e-05,protein_coding
ENSG00000154114,9606.ENSP00000403925,TBCEL,True,True,5.0377607869537,0.784013505393234,0.366197928573391,4.8892370868206605,-3.38186777127177,0.00990757290922072,protein_coding
ENSG00000154611,9606.ENSP00000311121,PSMA8,True,True,3.67289624443469,0.924490977347499,0.363750670061918,3.47211750157317,-4.87235706829162,0.000177569804600102,protein_coding
ENSG00000157184,9606.ENSP00000360541,CPT2,True,True,5.22601342475678,-0.665167366397489,0.453794151428624,4.35390529331054,-3.66277222248829,0.00619399729551034,protein_coding
ENSG00000157193,9606.ENSP00000303634,LRP8,True,True,6.34565023464628,-0.706642512418271,0.383803672317644,5.45119302825569,-5.030869085303889,3.33250598038427e-05,protein_coding
ENSG00000161973,9606.ENSP00000293845,CCDC42,True,True,6.6100688183285,2.0074490769618003,0.00436468942934669,6.80445268884487,-2.18316015133052,0.0307679107396296,protein_coding
ENSG00000163684,9606.ENSP00000412894,RPP14,True,True,3.9351664112435,2.25090208831178,0.0406298214513912,4.03413973349065,-5.916011851097809,0.000683844552393644,protein_coding
ENSG00000164398,9606.ENSP00000368566,ACSL6,True,True,5.499479224922039,2.13714993871867,0.0039051152640787296,5.6153163069198095,-4.22528528622535,0.000118740954998979,protein_coding
ENSG00000166596,9606.ENSP00000339449,CFAP52,True,True,5.20280650852542,2.45150694034647,0.00653314727327229,5.2376515319884005,-5.77121852700863,3.01734169438701e-05,protein_coding
ENSG00000166800,9606.ENSP00000280706,LDHAL6A,True,True,4.20667622257707,1.4854824407121,0.0929292568623517,4.21771548044716,-5.52707320843858,7.16495811814487e-05,protein_coding
ENSG00000170315,9606.ENSP00000304697,UBB,True,True,6.478887008046678,1.50897530450203,0.00742438393995187,6.8145233070479705,-0.4887703598865689,0.4890530545801071,protein_coding
ENSG00000171105,9606.ENSP00000303830,INSR,True,True,5.2271633256989,-2.5584585861709104,0.00360774788684646,3.04168194280683,-4.1054728168505,0.00453730311786303,protein_coding
ENSG00000171595,9606.ENSP00000400252,DNAI2,True,True,6.65216880200873,1.36191736234438,0.0666711331191938,6.6754725116277305,-2.64909061053795,0.00339992537252473,protein_coding
ENSG00000171989,9606.ENSP00000302393,LDHAL6B,True,True,5.11683084189249,1.11890784670477,0.23678084098123495,5.00854377249854,-4.48809922098045,0.000212627433741968,protein_coding
ENSG00000172936,9606.ENSP00000401399,MYD88,True,True,5.405828396247991,2.56881845198421,0.0123696207088061,5.487008177658288,-5.08357072987161,9.83385249357433e-05,protein_coding
ENSG00000173262,9606.ENSP00000445929,SLC2A14,True,True,7.26034853264937,2.6236216925404103,0.0006831942505908911,7.7889290009936785,-0.801665324720366,0.542374459990957,protein_coding
ENSG00000182919,9606.ENSP00000331209,C11orf54,True,True,3.94348571277523,1.26668606191185,0.134428169904848,3.90745536438394,-6.32166323759532,7.79803224286669e-06,protein_coding
ENSG00000185551,9606.ENSP00000377721,NR2F2,True,True,4.16248697935489,-1.5857466324808502,0.12281578562317598,2.67285640021023,-10.484418652043699,2.11522476570923e-05,protein_coding
ENSG00000196155,9606.ENSP00000353646,PLEKHG4,True,True,6.1925681676624,2.6605817681204904,0.000822120565299038,6.50047261986835,-2.3585834015636404,0.0510577519519531,protein_coding
ENSG00000197375,9606.ENSP00000245407,SLC22A5,True,True,6.14204981086201,2.24615052193237,0.0133779763555981,6.28381194397628,-14.1290984701597,1.21054832012175e-10,protein_coding
ENSG00000198033,9606.ENSP00000382982,TUBA3C,True,True,8.29836231359815,2.5656502976264,7.18462932166221e-05,8.67906665863325,-1.3494717266723302,0.0457591436286148,protein_coding
ENSG00000204262,9606.ENSP00000364000,COL5A2,True,True,2.89908438535084,0.8999059462632572,0.422517258709884,2.72614980176143,-10.5398112649671,1.8146575710609602e-05,protein_coding
ENSG00000272514,9606.ENSP00000358575,CFAP206,True,True,3.3609073711252897,2.08969478053016,0.0442860470924848,3.3096024277341,-4.76579465410265,0.000617193479747404,protein_coding
